name,stars,review_count,price,score,poi,cityname,address,,,,
星巴克,35,66,￥44/人,口味:7.6 环境:7.7 服务:7.6,"{""lat"": 121.3987, ""lng"": 31.195524}",上海市,黄金城道776号,,,,
星巴克,35,38,￥40/人,口味:7.7 环境:7.8 服务:7.6,"{""lat"": 121.402628, ""lng"": 31.203037}",上海市,娄山关路55号2幢1层106单元,,,,
星巴克,35,34,￥43/人,口味:7.3 环境:7.5 服务:7.5,"{""lat"": 121.416017, ""lng"": 31.215451194940684}",上海市,凯旋路399号龙之梦雅仕达大厦1幢1层102室,,,,
星巴克,35,35,￥39/人,口味:7.9 环境:7.9 服务:7.7,"{""lat"": 121.35598, ""lng"": 31.23029}",上海市,福泉北路388号B座1层,,,,
星巴克,35,34,￥35/人,口味:7.7 环境:7.8 服务:7.5,"{""lat"": 121.409077, ""lng"": 31.217186}",上海市,中山西路262号32幢F1-09单元,,,,
星巴克,35,45,￥39/人,口味:8.0 环境:8.2 服务:7.5,"{""lat"": 121.375338, ""lng"": 31.217219}",上海市,天山西路18号申亚·珺悦18广场A座1层,,,,
星巴克,40,34,￥39/人,口味:7.7 环境:7.8 服务:7.8,"{""lat"": 121.35564, ""lng"": 31.22532}",上海市,通协路269号建滔广场1F130室,,,,
星巴克,35,14,￥43/人,口味:7.5 环境:7.4 服务:7.6,"{""lat"": 121.350172, ""lng"": 31.229613}",上海市,临虹路365号-1A铺,,,,
星巴克,45,93,￥44/人,口味:8.5 环境:9.1 服务:8.7,"{""lat"": 121.459743, ""lng"": 31.205743}",上海市,建国西路258号,,,,
星巴克,40,39,￥41/人,口味:8.1 环境:8.1 服务:8.2,"{""lat"": 121.51636, ""lng"": 31.25125}",上海市,秦皇岛路58号1室,,,,
星巴克,40,122,￥36/人,口味:7.9 环境:7.9 服务:7.6,"{""lat"": 121.51391, ""lng"": 31.30023}",上海市,淞沪路77号万达广场A馆1层底商,,,,
星巴克,40,126,￥35/人,口味:7.8 环境:8.1 服务:8.0,"{""lat"": 121.532104, ""lng"": 31.251751}",上海市,杨树浦路1088号东方渔人码头购物中心1层,,,,
星巴克,40,148,￥38/人,口味:8.2 环境:7.9 服务:7.6,"{""lat"": 121.50743, ""lng"": 31.3030294106233}",上海市,大学路318号,,,,
星巴克,35,190,￥39/人,口味:8.0 环境:8.0 服务:7.6,"{""lat"": 121.509234, ""lng"": 31.273424}",上海市,控江路2068号旭辉mall商场2号楼1层,,,,
星巴克,35,65,￥34/人,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 121.489973, ""lng"": 31.294438753841092}",上海市,逸仙路23-1号一层A室,,,,
星巴克,40,112,￥36/人,口味:8.1 环境:7.8 服务:8.1,"{""lat"": 121.516031, ""lng"": 31.298409}",上海市,四平路2500号悠迈生活广场1层,,,,
星巴克,40,118,￥63/人,口味:8.2 环境:8.2 服务:8.0,"{""lat"": 121.437223, ""lng"": 31.194672}",上海市,虹桥路1号1楼102B铺位,,,,
星巴克,40,230,￥43/人,口味:8.2 环境:8.4 服务:7.7,"{""lat"": 121.507503, ""lng"": 31.329667}",上海市,殷行路1388号上海悠方1层,,,,
星巴克,40,77,￥39/人,口味:7.9 环境:8.1 服务:7.9,"{""lat"": 121.503526, ""lng"": 31.341663}",上海市,国权北路1688弄63号,,,,
星巴克,40,66,￥34/人,口味:7.8 环境:7.6 服务:7.6,"{""lat"": 121.444793, ""lng"": 31.207555}",上海市,淮海中路1555号,,,,
星巴克,35,167,￥37/人,口味:7.7 环境:7.7 服务:7.3,"{""lat"": 121.432603, ""lng"": 31.169028}",上海市,漕宝路33号徐汇日月光1层,,,,
星巴克,35,74,￥64/人,口味:7.2 环境:7.5 服务:7.3,"{""lat"": 121.514183, ""lng"": 31.273454}",上海市,控江路1777号君欣时代广场1层底商,,,,
星巴克,40,125,￥34/人,口味:7.8 环境:7.9 服务:7.6,"{""lat"": 121.512799, ""lng"": 31.306787}",上海市,淞沪路199号太平洋森活天地A排B1层,,,,
星巴克,40,45,￥42/人,口味:7.7 环境:8.1 服务:7.7,"{""lat"": 121.457728, ""lng"": 31.166075}",上海市,龙兰路277号一层3102单元,,,,
星巴克,35,54,￥37/人,口味:7.6 环境:7.8 服务:7.2,"{""lat"": 121.525965, ""lng"": 31.321767833036983}",上海市,世界路131号和758号101室局部,,,,
星巴克,40,41,￥42/人,口味:8.1 环境:8.1 服务:8.0,"{""lat"": 121.505241, ""lng"": 31.311265}",上海市,三门路242号、国安路200号2层201室,,,,
星巴克,35,46,￥34/人,口味:7.9 环境:8.0 服务:7.7,"{""lat"": 121.526406, ""lng"": 31.318554}",上海市,国和路1000号国和1000广场1层,,,,
星巴克,35,108,￥40/人,口味:7.7 环境:7.8 服务:7.4,"{""lat"": 121.426414, ""lng"": 31.159496}",上海市,柳州路138号110室,,,,
星巴克,35,60,￥38/人,口味:8.1 环境:8.0 服务:7.6,"{""lat"": 121.518535, ""lng"": 31.301576}",上海市,翔殷路1088号105-106室,,,,
星巴克,35,24,￥41/人,口味:7.7 环境:7.7 服务:7.6,"{""lat"": 121.454979, ""lng"": 31.182785}",上海市,凯滨路199号第一层101单元,,,,
星巴克,40,56,￥36/人,口味:8.0 环境:8.0 服务:7.8,"{""lat"": 121.517326, ""lng"": 31.335169}",上海市,国浩路179弄新江湾城生活广场1层,,,,
星巴克,35,54,￥39/人,口味:7.6 环境:7.9 服务:7.5,"{""lat"": 121.434045, ""lng"": 31.185544}",上海市,裕德路165号南洋1931商场1层,,,,
星巴克,35,401,￥44/人,口味:7.2 环境:7.5 服务:7.0,"{""lat"": 121.411987, ""lng"": 31.169616}",上海市,田林路140号,,,,
星巴克,35,117,￥38/人,口味:7.8 环境:7.5 服务:7.2,"{""lat"": 121.43693, ""lng"": 31.197795}",上海市,华山路1998号一楼,,,,
星巴克,35,253,￥37/人,口味:7.6 环境:7.6 服务:7.3,"{""lat"": 121.433487, ""lng"": 31.174434}",上海市,田林东路75号1层105单元,,,,
星巴克,35,39,￥36/人,口味:7.2 环境:7.2 服务:7.2,"{""lat"": 121.435061, ""lng"": 31.201934}",上海市,淮海西路1号第一层A单元,,,,
星巴克,35,10,,口味:7.7 环境:7.7 服务:7.7,"{""lat"": 121.448574, ""lng"": 31.141467}",上海市,上中路495号,,,,
星巴克,35,22,,口味:7.7 环境:7.9 服务:8.0,"{""lat"": 121.43134, ""lng"": 31.19321}",上海市,虹桥路355号一楼107室,,,,
星巴克,40,78,￥34/人,口味:7.9 环境:7.9 服务:7.7,"{""lat"": 121.423493, ""lng"": 31.171474}",上海市,田林路,,,,
星巴克,35,54,￥41/人,口味:7.3 环境:7.4 服务:7.3,"{""lat"": 121.441426, ""lng"": 31.172918}",上海市,龙漕路299号4幢1楼102室,,,,
星巴克,35,52,￥38/人,口味:7.5 环境:7.5 服务:7.2,"{""lat"": 121.458131, ""lng"": 31.18644}",上海市,龙华中路598号正大乐城1层1-104,,,,
星巴克,35,5,,口味:7.3 环境:7.3 服务:7.3,"{""lat"": 121.417459, ""lng"": 31.175027}",上海市,宜山路700号B2幢楼108单元,,,,
星巴克,40,604,￥41/人,口味:7.9 环境:7.9 服务:7.8,"{""lat"": 121.47653, ""lng"": 31.232291}",上海市,西藏中路268号来福士广场2楼04-05单元,,,,
星巴克,40,328,￥38/人,口味:8.2 环境:8.3 服务:7.9,"{""lat"": 121.47743, ""lng"": 31.19907}",上海市,鲁班路615号102-103室,,,,
星巴克臻选,45,213,￥38/人,口味:8.8 环境:8.8 服务:8.5,"{""lat"": 121.489201, ""lng"": 31.258805}",上海市,海伦路440号1夹层01和2层202单元,,,,
星巴克咖啡,35,96,￥38/人,口味:7.8 环境:8.1 服务:7.6,"{""lat"": 121.490421, ""lng"": 31.20834}",上海市,斜土东路90号1-2楼,,,,
星巴克,35,152,￥39/人,口味:7.8 环境:8.1 服务:7.4,"{""lat"": 121.476077, ""lng"": 31.209663}",上海市,徐家汇路268号1楼,,,,
星巴克,35,203,￥39/人,口味:8.0 环境:8.1 服务:7.4,"{""lat"": 121.49121, ""lng"": 31.272872}",上海市,曲阳路379-383号,,,,
星巴克,35,119,￥38/人,口味:7.7 环境:7.8 服务:7.5,"{""lat"": 121.48811, ""lng"": 31.236434}",上海市,四川中路213号四川中路213号102室,,,,
星巴克臻选,45,268,￥46/人,口味:8.7 环境:8.9 服务:8.5,"{""lat"": 121.498104, ""lng"": 31.248928}",上海市,东长治路588号白玉兰广场商场L1楼层L1-16商铺,,,,
星巴克,40,108,￥39/人,口味:8.2 环境:8.3 服务:8.0,"{""lat"": 121.483631, ""lng"": 31.236658}",上海市,南京东路353号悦荟广场2层,,,,
星巴克,35,238,￥38/人,口味:7.7 环境:8.0 服务:7.3,"{""lat"": 121.473437, ""lng"": 31.271264}",上海市,同心路723号11幢102室,,,,
星巴克,35,31,￥36/人,口味:7.6 环境:7.6 服务:7.5,"{""lat"": 121.499003, ""lng"": 31.224945}",上海市,中山东二路600号1幢1楼东侧,,,,
星巴克,40,34,,口味:8.1 环境:7.8 服务:8.0,"{""lat"": 121.474633, ""lng"": 31.235428}",上海市,南京东路830号第一百货商业中心C区4层,,,,
星巴克,40,40,￥32/人,口味:7.7 环境:7.9 服务:7.9,"{""lat"": 121.477704, ""lng"": 31.231091}",上海市,西藏中路168号2楼202室,,,,
星巴克,35,25,￥35/人,口味:7.5 环境:7.6 服务:7.5,"{""lat"": 121.484354, ""lng"": 31.23458}",上海市,浦汇大厦1层,,,,
星巴克,40,85,￥34/人,口味:8.3 环境:8.1 服务:8.0,"{""lat"": 121.389231, ""lng"": 31.252291}",上海市,铜川路1688号第一层L1026单元,,,,
星巴克,40,129,￥40/人,口味:8.1 环境:8.3 服务:8.2,"{""lat"": 121.40163, ""lng"": 31.232308843503475}",上海市,金沙江路588号,,,,
星巴克,40,38,￥37/人,口味:7.9 环境:7.9 服务:7.9,"{""lat"": 121.415375, ""lng"": 31.244093}",上海市,武宁路503号1层102室,,,,
星巴克,40,36,￥36/人,口味:8.0 环境:7.9 服务:7.9,"{""lat"": 121.383673, ""lng"": 31.245623}",上海市,真光路1288号百联中环购物广场A楼1层底商,,,,
星巴克,35,74,￥43/人,口味:7.7 环境:7.9 服务:7.6,"{""lat"": 121.348063, ""lng"": 31.280883}",上海市,武威路1285号新邻天地1层底商,,,,
星巴克,35,64,￥36/人,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 121.380688, ""lng"": 31.243445}",上海市,真光路1219号友谊商店1层,,,,
星巴克,40,274,￥40/人,口味:8.3 环境:8.5 服务:7.9,"{""lat"": 121.369361, ""lng"": 31.171393}",上海市,吴中路1799号万象城2层,,,,
星巴克,40,120,￥42/人,口味:8.0 环境:8.1 服务:7.7,"{""lat"": 121.371678, ""lng"": 31.173401}",上海市,虹井路120弄-6号F160-161室,,,,
星巴克,40,228,￥40/人,口味:8.0 环境:7.8 服务:7.5,"{""lat"": 121.363428, ""lng"": 31.131527}",上海市,七莘路1507号怡丰城1层,,,,
星巴克臻选,35,227,￥46/人,口味:7.9 环境:8.3 服务:7.4,"{""lat"": 121.369207, ""lng"": 31.171073}",上海市,吴中路1599号L110和L215号商铺,,,,
星巴克,40,305,￥43/人,口味:8.0 环境:8.0 服务:7.8,"{""lat"": 121.506765, ""lng"": 31.096644}",上海市,浦江园内陈行路2388号1幢1层101室,,,,
星巴克,35,76,￥45/人,口味:7.7 环境:7.9 服务:7.5,"{""lat"": 121.406248, ""lng"": 31.071135}",上海市,都市路2700号万达广场1层,,,,
星巴克,40,58,￥39/人,口味:7.9 环境:8.0 服务:7.8,"{""lat"": 121.422309, ""lng"": 31.124867}",上海市,虹梅南路863号,,,,
星巴克臻选,35,102,￥43/人,口味:7.5 环境:7.7 服务:7.3,"{""lat"": 121.404887, ""lng"": 31.172681}",上海市,桂箐路65号一层107B号商铺和二层202-9号商铺,,,,
星巴克,40,78,￥42/人,口味:8.1 环境:8.2 服务:8.1,"{""lat"": 121.491839, ""lng"": 31.333958}",上海市,淞良路10号101-1,,,,
星巴克,40,60,￥41/人,口味:7.9 环境:8.1 服务:8.2,"{""lat"": 121.451461, ""lng"": 31.038651}",上海市,剑川路438号吴泾宝龙广场1层底商,,,,
星巴克,35,83,￥40/人,口味:7.6 环境:7.8 服务:7.4,"{""lat"": 121.36997, ""lng"": 31.1816}",上海市,红松路227号和235号102A室,,,,
星巴克咖啡,0,0,,,"{""lat"": 121.35048, ""lng"": 31.15379}",上海市,七萃路津闻贸易旁,,,,
星巴克,35,192,￥49/人,口味:7.8 环境:7.8 服务:7.0,"{""lat"": 121.369165, ""lng"": 31.17056180397723}",上海市,吴中路1799号万象城L1层,,,,
星巴克,35,42,￥52/人,口味:8.1 环境:8.0 服务:7.7,"{""lat"": 121.4062, ""lng"": 31.326345}",上海市,纬地街路61号甲,,,,
星巴克,35,41,￥38/人,口味:7.8 环境:7.8 服务:7.6,"{""lat"": 121.36161, ""lng"": 31.1361}",上海市,七莘路1855号1楼101单元,,,,
星巴克,40,59,￥37/人,口味:8.0 环境:8.0 服务:7.6,"{""lat"": 121.411253, ""lng"": 31.105585}",上海市,兴梅路1234号1-2层,,,,
星巴克,40,36,,口味:8.0 环境:7.9 服务:8.0,"{""lat"": 121.490894, ""lng"": 31.39575}",上海市,永清路700号北翼生活馆1层,,,,
星巴克,35,33,￥36/人,口味:7.5 环境:7.8 服务:7.6,"{""lat"": 121.393131, ""lng"": 31.188141}",上海市,虹许路528号尼克互盛大楼7号楼,,,,
星巴克,40,70,￥51/人,口味:8.1 环境:8.1 服务:7.7,"{""lat"": 121.399048, ""lng"": 31.13117021510724}",上海市,万源南路99弄1-6号1层,,,,
星巴克,35,215,￥38/人,口味:7.6 环境:7.5 服务:7.4,"{""lat"": 121.484947, ""lng"": 31.399719}",上海市,牡丹江路1569号宝乐汇1层,,,,
星巴克,35,47,￥35/人,口味:7.7 环境:7.6 服务:7.5,"{""lat"": 121.362959, ""lng"": 31.104005}",上海市,莘福路288号彩生活时代广场1层,,,,
星巴克,40,62,￥39/人,口味:8.0 环境:8.1 服务:7.8,"{""lat"": 121.46772, ""lng"": 31.04275930134933}",上海市,龙吴路5555号108-109单元,,,,
星巴克,35,74,￥41/人,口味:7.7 环境:7.7 服务:7.3,"{""lat"": 121.380269, ""lng"": 31.15707}",上海市,漕宝路1574号星宝购物中心1层,,,,
星巴克,35,87,￥38/人,口味:7.4 环境:7.4 服务:6.8,"{""lat"": 121.362165, ""lng"": 31.359511}",上海市,丹霞山路50弄1号,,,,
星巴克,35,23,￥54/人,口味:7.6 环境:7.6 服务:7.5,"{""lat"": 121.36112, ""lng"": 31.12958}",上海市,顾戴路2337号塔楼E楼1层102铺位,,,,
星巴克,40,58,￥39/人,口味:7.9 环境:8.0 服务:7.8,"{""lat"": 121.372658, ""lng"": 31.157638}",上海市,漕宝路1688号诺宝中心大酒店1层,,,,
星巴克,35,53,￥44/人,口味:7.8 环境:7.9 服务:7.5,"{""lat"": 121.37999, ""lng"": 31.17912}",上海市,合川路3111号,,,,
星巴克,35,21,￥38/人,口味:7.2 环境:7.4 服务:7.2,"{""lat"": 121.37554, ""lng"": 31.10705}",上海市,莘松路195号国拓广场1层,,,,
星巴克,35,23,￥36/人,口味:7.5 环境:7.6 服务:7.3,"{""lat"": 121.314296, ""lng"": 31.210644}",上海市,宁虹路944号,,,,
星巴克,40,132,￥40/人,口味:8.3 环境:8.2 服务:8.0,"{""lat"": 121.527443, ""lng"": 31.227539}",上海市,世纪大道1192号世纪汇购物中心LG1层,,,,
星巴克臻选,40,250,￥43/人,口味:8.1 环境:8.1 服务:8.0,"{""lat"": 121.527347, ""lng"": 31.229684}",上海市,世纪大道1217号百联世纪购物中心B1层,,,,
星巴克,40,43,￥35/人,口味:8.0 环境:8.0 服务:8.0,"{""lat"": 121.48208, ""lng"": 31.157259}",上海市,东育路255弄前滩世贸中心项目一期8号楼1层101单元,,,,
星巴克,35,149,￥39/人,口味:7.6 环境:7.9 服务:7.2,"{""lat"": 121.554631, ""lng"": 31.242962}",上海市,张杨路2389号S1-107,,,,
星巴克,40,34,￥34/人,口味:8.2 环境:8.3 服务:8.1,"{""lat"": 121.629955, ""lng"": 31.220768}",上海市,丹桂路999号华鑫慧天地G1座1楼,,,,
星巴克臻选,35,259,￥41/人,口味:7.8 环境:8.2 服务:7.6,"{""lat"": 121.524824, ""lng"": 31.227739}",上海市,东方路796号九六广场一楼153-173单元,,,,
星巴克,40,62,￥59/人,口味:8.2 环境:8.2 服务:7.9,"{""lat"": 121.508333, ""lng"": 31.185716}",上海市,高科西路中建广场乐荟天地1层,,,,
星巴克,35,108,￥40/人,口味:8.0 环境:7.9 服务:7.5,"{""lat"": 121.512497, ""lng"": 31.195419}",上海市,临沂路140号百联临沂购物中心1层,,,,
星巴克,40,53,￥38/人,口味:8.1 环境:8.5 服务:8.0,"{""lat"": 121.90611, ""lng"": 30.895745}",上海市,茉莉路225弄港城新天地A座1层,,,,
星巴克,40,97,￥39/人,口味:7.8 环境:8.3 服务:7.8,"{""lat"": 121.5207, ""lng"": 31.17518}",上海市,成山路1111号,,,,
星巴克,35,55,￥37/人,口味:8.1 环境:7.7 服务:7.4,"{""lat"": 121.554546, ""lng"": 31.173188}",上海市,陈春路109号唐人幸福里1层,,,,
星巴克,35,63,￥38/人,口味:7.7 环境:7.6 服务:7.3,"{""lat"": 121.653399, ""lng"": 31.266388}",上海市,金海路2505号宝龙城市广场一期步行街1层,,,,
星巴克,40,99,￥53/人,口味:8.0 环境:7.9 服务:7.8,"{""lat"": 121.49925, ""lng"": 31.23677}",上海市,陆家嘴西路168号正大广场3层,,,,
星巴克,40,47,￥39/人,口味:8.3 环境:8.6 服务:8.4,"{""lat"": 121.518238, ""lng"": 31.203543}",上海市,临沂北路252号沃尔玛1楼,,,,
星巴克,40,19,￥41/人,口味:7.9 环境:7.9 服务:7.7,"{""lat"": 121.510746, ""lng"": 31.2386}",上海市,浦东大道1号,,,,
星巴克,40,51,￥49/人,口味:8.2 环境:8.2 服务:7.5,"{""lat"": 121.656786, ""lng"": 31.214309}",上海市,高科东路777弄1号L102商铺,,,,
星巴克臻选,40,62,￥41/人,口味:7.7 环境:8.3 服务:7.9,"{""lat"": 121.60695, ""lng"": 31.22299}",上海市,紫竹路383弄25号,,,,
星巴克,40,65,￥56/人,口味:8.1 环境:8.2 服务:7.9,"{""lat"": 121.53830991100752, ""lng"": 31.2299302155656}",上海市,羽山路116-118号,,,,
星巴克,35,385,￥37/人,口味:7.6 环境:7.5 服务:7.3,"{""lat"": 121.764299, ""lng"": 31.196131}",上海市,卓耀路58弄佛罗伦萨小镇上海名品奥特莱斯H区2层26号,,,,
星巴克,35,68,￥45/人,口味:7.8 环境:7.6 服务:7.5,"{""lat"": 121.8041, ""lng"": 31.148986499974345}",上海市,上海绕城高速浦东机场交通中心地铁2号线出口A标段商铺,,,,
星巴克,35,31,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 121.613104, ""lng"": 31.104823}",上海市,天雄路588弄1-28号13幢1楼108单元,,,,
星巴克,40,44,￥38/人,口味:7.6 环境:8.0 服务:8.0,"{""lat"": 121.620686, ""lng"": 31.256685}",上海市,新金桥路1599号东方万国企业中心17幢B1层103号-B2层103号,,,,
星巴克,35,30,￥35/人,口味:7.8 环境:7.6 服务:7.5,"{""lat"": 121.739588, ""lng"": 31.172808}",上海市,祝桥镇江晖路409弄51号一层5室,,,,
星巴克,40,49,￥31/人,口味:7.9 环境:8.1 服务:7.7,"{""lat"": 121.508532, ""lng"": 31.234999}",上海市,世纪大道160号览海国际广场1层底商,,,,
星巴克,35,69,￥38/人,口味:7.5 环境:7.6 服务:7.2,"{""lat"": 121.556715, ""lng"": 31.233225}",上海市,南洋泾路555号,,,,
星巴克,40,45,￥37/人,口味:8.1 环境:8.1 服务:8.2,"{""lat"": 121.59188, ""lng"": 31.295895}",上海市,东煦路与兰谷路交叉口西南50米,,,,
星巴克,40,27,￥42/人,口味:7.9 环境:7.8 服务:7.8,"{""lat"": 121.583388, ""lng"": 31.334058}",上海市,夏碧路与莱阳路交叉口东50米,,,,
星巴克,0,0,,,"{""lat"": 121.5248, ""lng"": 31.227763}",上海市,东方路796号96广场1层,,,,
星巴克臻选,35,149,￥46/人,口味:7.5 环境:7.6 服务:6.7,"{""lat"": 121.505284, ""lng"": 31.233833}",上海市,银城中路501号L1-1铺,,,,
星巴克,35,11,,口味:7.7 环境:7.5 服务:7.7,"{""lat"": 121.516903, ""lng"": 31.20586}",上海市,临沂北路150弄2号111-113室,,,,
星巴克,35,149,￥37/人,口味:7.6 环境:7.6 服务:6.9,"{""lat"": 121.698071, ""lng"": 31.185268}",上海市,川沙路5398号百联川沙购物中心1层,,,,
星巴克,35,123,￥45/人,口味:7.6 环境:7.7 服务:7.5,"{""lat"": 121.69954, ""lng"": 31.18437}",上海市,川沙路5500号1楼大堂,,,,
星巴克,40,107,￥54/人,口味:8.1 环境:8.2 服务:8.0,"{""lat"": 121.588726, ""lng"": 31.312440728177755}",上海市,启帆路与张杨北路交叉口西南100米,,,,
星巴克,35,51,￥58/人,口味:7.8 环境:7.7 服务:7.6,"{""lat"": 121.529513, ""lng"": 31.240348}",上海市,源深路92号航科大厦,,,,
星巴克,35,66,￥40/人,口味:7.4 环境:7.7 服务:7.3,"{""lat"": 121.533174, ""lng"": 31.20226314736483}",上海市,东建路213号,,,,
星巴克,35,25,,口味:7.6 环境:7.7 服务:7.6,"{""lat"": 121.67407, ""lng"": 31.247138}",上海市,来安路686号E2033铺,,,,
星巴克,35,106,￥37/人,口味:7.6 环境:7.7 服务:7.4,"{""lat"": 121.581564, ""lng"": 31.250335}",上海市,金杨路618号金杨第一商城1层底商,,,,
星巴克,30,41,￥37/人,口味:7.0 环境:7.4 服务:6.7,"{""lat"": 121.609814, ""lng"": 31.17902}",上海市,荣科路280号2049翡翠公园1层,,,,
星巴克,35,28,￥40/人,口味:7.9 环境:7.7 服务:7.5,"{""lat"": 121.320512, ""lng"": 31.073241}",上海市,明中路1885号,,,,
星巴克,35,118,￥44/人,口味:7.7 环境:7.7 服务:7.3,"{""lat"": 121.26051, ""lng"": 31.116388}",上海市,泗泾镇泗宝路41号一层103室,,,,
星巴克,40,160,￥36/人,口味:8.0 环境:7.9 服务:7.7,"{""lat"": 121.215356, ""lng"": 31.049504}",上海市,松江大学城文汇路商业街,,,,
星巴克,40,15,￥40/人,口味:7.8 环境:7.8 服务:7.8,"{""lat"": 121.593777, ""lng"": 31.316726}",上海市,兰嵩路555号B幢119室,,,,
星巴克,35,23,￥41/人,口味:7.5 环境:7.5 服务:7.4,"{""lat"": 121.296064, ""lng"": 31.025425}",上海市,南乐路456号乐尚天地1层,,,,
星巴克,40,57,￥37/人,口味:7.7 环境:8.1 服务:7.9,"{""lat"": 121.240514, ""lng"": 31.055757}",上海市,光星路1399号五龙商业广场1层,,,,
星巴克,35,34,￥39/人,口味:7.4 环境:7.5 服务:7.2,"{""lat"": 121.207265, ""lng"": 31.009911}",上海市,玉树路2575-2583号飞航广场1层底商,,,,
星巴克,40,21,,口味:7.8 环境:8.2 服务:8.1,"{""lat"": 121.539205, ""lng"": 31.244098}",上海市,浦东大道1599号滨江光合新座一楼L110-2,,,,
星巴克,35,16,￥37/人,口味:7.4 环境:7.4 服务:7.3,"{""lat"": 121.607631, ""lng"": 31.315145}",上海市,台中南路68号1幢103-104室,,,,
星巴克,35,15,,口味:7.3 环境:7.4 服务:7.2,"{""lat"": 121.318149, ""lng"": 31.09294186857861}",上海市,莘砖公路668号1层106-1-2商铺,,,,
星巴克,40,81,￥38/人,口味:7.7 环境:7.6 服务:7.5,"{""lat"": 121.254612, ""lng"": 31.330793}",上海市,胜辛路447号中信泰富万达广场1层,,,,
星巴克,40,25,￥35/人,口味:8.2 环境:8.2 服务:7.9,"{""lat"": 121.364532, ""lng"": 31.253896}",上海市,曹安公路1688号威隆大厦一层四单元,,,,
星巴克,40,58,￥46/人,口味:8.2 环境:8.3 服务:8.1,"{""lat"": 121.319481, ""lng"": 31.236402}",上海市,金运路355号华泰中心A座1层,,,,
星巴克,35,18,￥53/人,口味:7.4 环境:7.4 服务:7.2,"{""lat"": 121.323818, ""lng"": 31.240001}",上海市,华江路988号万达广场1层,,,,
星巴克,40,13,,口味:7.8 环境:7.7 服务:7.8,"{""lat"": 121.195087, ""lng"": 31.278945}",上海市,安拓路56弄13号第一层102室,,,,
星巴克,35,15,￥36/人,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 121.210707, ""lng"": 31.277802}",上海市,绿苑路587号,,,,
星巴克,35,24,￥37/人,口味:7.6 环境:7.7 服务:7.3,"{""lat"": 121.258884, ""lng"": 31.357274}",上海市,洪德路300号,,,,
星巴克咖啡,40,12,,口味:8.0 环境:7.9 服务:8.0,"{""lat"": 121.347646, ""lng"": 31.264267}",上海市,嘉怡路309号嘉尚坊F1层,,,,
星巴克,35,38,￥34/人,口味:7.5 环境:7.8 服务:7.5,"{""lat"": 121.15208, ""lng"": 31.16054}",上海市,汇金路590号宝龙广场1楼,,,,
星巴克,35,19,￥39/人,口味:7.8 环境:7.6 服务:7.6,"{""lat"": 121.301342, ""lng"": 31.187471}",上海市,盈港东路158号国家会展中心商业6区3层,,,,
星巴克,40,20,,口味:7.9 环境:7.7 服务:7.6,"{""lat"": 121.097695, ""lng"": 31.160992}",上海市,盈港路1560号1层西,,,,
星巴克,35,30,￥37/人,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 121.312692, ""lng"": 31.193321}",上海市,绍虹路218号一层101室,,,,
星巴克,35,118,￥42/人,口味:8.0 环境:8.0 服务:7.8,"{""lat"": 121.27812, ""lng"": 31.166817}",上海市,沪青平公路1899号虹桥·食尚天地1栋1层,,,,
星巴克,35,100,￥31/人,口味:7.6 环境:7.5 服务:7.2,"{""lat"": 121.09625, ""lng"": 31.14443}",上海市,淀山湖大道152弄41号-7室,,,,
星巴克,35,22,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 121.11151, ""lng"": 31.147959841295243}",上海市,城中北路79号副楼1-2楼,,,,
星巴克,35,11,,口味:7.4 环境:7.6 服务:7.5,"{""lat"": 121.31495, ""lng"": 31.19123}",上海市,申长路668号一层106-3-4单元,,,,
星巴克,35,12,,口味:7.3 环境:7.4 服务:6.9,"{""lat"": 121.315348, ""lng"": 31.196576}",上海市,申长路988弄虹桥万科中心LG2层,,,,
星巴克,30,0,,,"{""lat"": 121.314613, ""lng"": 31.194917}",上海市,申长路1588弄6号楼104-106单元,,,,
星巴克,40,21,￥35/人,口味:7.9 环境:7.9 服务:7.9,"{""lat"": 121.337009, ""lng"": 30.745859}",上海市,蒙山北路399号1层653-SHJS1027A铺位,,,,
星巴克,35,64,￥36/人,口味:7.6 环境:8.0 服务:7.6,"{""lat"": 121.525944, ""lng"": 31.14241219632006}",上海市,永泰路1058弄1-26号L105,,,,
星巴克,35,11,,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 121.483393, ""lng"": 30.951187}",上海市,金海公路6055号29号楼第一层的东二单元,,,,
星巴克,45,415,￥45/人,口味:8.8 环境:8.6 服务:8.5,"{""lat"": 116.372892, ""lng"": 39.910835}",北京市,西单北大街131号西单大悦城1层底商,,,,
星巴克,40,1094,￥45/人,口味:8.3 环境:8.2 服务:7.9,"{""lat"": 116.397786, ""lng"": 39.898181}",北京市,前门大街1-1号,,,,
星巴克,40,197,￥40/人,口味:8.5 环境:8.0 服务:8.1,"{""lat"": 116.378376, ""lng"": 39.95447}",北京市,德胜门外大街85号德胜国际中心B座一层,,,,
星巴克,40,1110,￥43/人,口味:7.8 环境:7.7 服务:7.4,"{""lat"": 116.36159, ""lng"": 39.9172800000062}",北京市,金融大街金融中心F区9-11号,,,,
