name,stars,review_count,price,score,poi,cityname,address
luckin 瑞幸咖啡,40,22,￥20/人,口味:7.6 环境:7.8 服务:8.0,"{""lat"": 116.435506, ""lng"": 39.96321772404918}",北京市,光熙门北里15号重庆饭店一层大堂
luckin coffee瑞幸咖啡,40,19,,口味:7.8 环境:7.8 服务:8.0,"{""lat"": 116.483594, ""lng"": 39.998296}",北京市,阜安路望京东园523号楼A座一层大堂内
luckin coffee瑞幸咖啡,0,6,,,"{""lat"": 116.604399, ""lng"": 39.889962}",北京市,双桥中路六号井小区
luckin coffee瑞幸咖啡,35,7,,口味:7.5 环境:7.4 服务:7.7,"{""lat"": 116.234467, ""lng"": 39.951821}",北京市,杏石口路65号西杉创意园四区3号楼二层
瑞幸咖啡,35,5,,口味:7.2 环境:7.2 服务:7.2,"{""lat"": 116.326164, ""lng"": 39.976489}",北京市,知春路79号
瑞幸咖啡,40,24,￥22/人,口味:7.8 环境:7.8 服务:8.2,"{""lat"": 116.481292, ""lng"": 39.986226}",北京市,广顺南大街16号院东煌大厦一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 116.489268, ""lng"": 39.998239542123166}",北京市,望京东园七区保利中央公园底商8-31
瑞幸咖啡,40,16,￥29/人,口味:8.1 环境:7.9 服务:8.3,"{""lat"": 116.464245, ""lng"": 39.960257}",北京市,朝阳区霞光里15号霄云中心二层02号
luckin coffee瑞幸咖啡,35,11,,口味:7.5 环境:7.8 服务:7.7,"{""lat"": 116.41957, ""lng"": 39.997458}",北京市,北苑路170号
luckin coffee瑞幸咖啡,0,11,,,"{""lat"": 116.476595, ""lng"": 39.980383}",北京市,望京中环南路甲2号
luckin coffee瑞幸咖啡,0,1,,,"{""lat"": 116.292804, ""lng"": 39.947192}",北京市,紫竹院路116号
瑞幸咖啡,0,0,,,"{""lat"": 116.44361, ""lng"": 39.90723992169497}",北京市,建国门外大街甲14号
luckin coffee瑞幸咖啡,35,35,￥24/人,口味:7.5 环境:7.8 服务:7.5,"{""lat"": 116.49778, ""lng"": 39.98155}",北京市,酒仙桥路4号751DParkA21一层大堂
luckin coffee 瑞幸咖啡,0,0,,,"{""lat"": 116.493662, ""lng"": 39.97554902028307}",北京市,酒仙桥中路24号院4号楼先锋金融大厦一层大堂
luckincoffee瑞幸咖啡,45,104,￥24/人,口味:8.4 环境:8.5 服务:8.6,"{""lat"": 116.453538, ""lng"": 39.932269}",北京市,工体北路8号三里屯SOHO六号商场1层底商
瑞幸咖啡,35,10,￥14/人,口味:7.5 环境:7.5 服务:7.7,"{""lat"": 116.506066, ""lng"": 39.915292}",北京市,朝阳区十里堡乙2号院5号楼新城市广场地下一层5101-B102A号
luckin coffee瑞幸咖啡,40,16,￥34/人,口味:7.9 环境:7.9 服务:8.2,"{""lat"": 116.514897, ""lng"": 39.922406}",北京市,朝阳北路青年汇102号楼一层123
luckincoffee瑞幸咖啡,35,20,,口味:8.0 环境:7.6 服务:7.7,"{""lat"": 116.477763, ""lng"": 39.997176}",北京市,阜通西大街11号麒麟新天地B1层
luckincoffee瑞幸咖啡,0,9,,,"{""lat"": 116.460048, ""lng"": 39.9497}",北京市,新源南路1号都汇天地B1层
瑞幸咖啡,0,0,,,"{""lat"": 116.441247, ""lng"": 39.920622}",北京市,南营房胡同与朝外市场街交叉口鸿豪商业中心2层
瑞幸咖啡,40,12,￥34/人,口味:7.9 环境:7.9 服务:8.0,"{""lat"": 116.465951, ""lng"": 39.957293}",北京市,朝阳区小亮马桥西路6号院7号楼一层12号
luckin coffee瑞幸咖啡,35,14,,口味:7.3 环境:7.5 服务:7.5,"{""lat"": 116.488751, ""lng"": 39.998897}",北京市,远安路浦项中心
luckin coffee瑞幸咖啡,45,47,￥23/人,口味:8.7 环境:8.5 服务:8.9,"{""lat"": 120.172381, ""lng"": 30.253815295855706}",杭州市,清吟街167号绿都大厦一层大堂
luckin coffee瑞幸咖啡,45,183,￥23/人,口味:8.5 环境:8.8 服务:8.9,"{""lat"": 120.164463, ""lng"": 30.250748}",杭州市,延安路234号湖滨银泰大厦一层
luckin coffee瑞幸咖啡,45,27,￥25/人,口味:8.5 环境:8.3 服务:8.6,"{""lat"": 120.19531, ""lng"": 30.23232}",杭州市,婺江路333号蕙沣大厦一层大堂
luckin coffee瑞幸咖啡,40,27,￥24/人,口味:7.7 环境:7.6 服务:8.2,"{""lat"": 120.178103, ""lng"": 30.214768}",杭州市,复广直街20号赞成大厦2号楼一层
luckin coffee瑞幸咖啡,45,103,￥23/人,口味:8.3 环境:8.5 服务:8.8,"{""lat"": 120.146336, ""lng"": 30.308172}",杭州市,大关路189号万通中心B座一层101室
luckin coffee瑞幸咖啡,40,31,,口味:7.9 环境:7.9 服务:8.0,"{""lat"": 120.1934, ""lng"": 30.228987}",杭州市,雷霆路60号长城大厦一层大堂
luckin coffee瑞幸咖啡,40,43,￥19/人,口味:8.3 环境:8.2 服务:8.4,"{""lat"": 120.106154, ""lng"": 30.302717}",杭州市,丰潭路508号天行国际中心1、2号楼一层103室
luckin coffee瑞幸咖啡,45,81,￥22/人,口味:8.4 环境:8.3 服务:8.6,"{""lat"": 120.21045, ""lng"": 30.206749}",杭州市,泰安路9号星光百货三层301号
luckin coffee瑞幸咖啡,40,163,￥23/人,口味:8.2 环境:8.2 服务:8.6,"{""lat"": 120.136859, ""lng"": 30.276757}",杭州市,教工路88号立元大厦一层101室
luckin coffee瑞幸咖啡,45,26,￥20/人,口味:8.6 环境:8.4 服务:8.7,"{""lat"": 120.130428, ""lng"": 30.304131}",杭州市,古运路城发天地17号一层106室
luckin coffee瑞幸咖啡,40,26,￥25/人,口味:7.9 环境:8.2 服务:8.3,"{""lat"": 120.108978, ""lng"": 30.294369}",杭州市,余杭塘路478号海蓝创智天地1座二层201室
luckin coffee瑞幸咖啡,40,83,￥27/人,口味:8.2 环境:8.1 服务:8.4,"{""lat"": 120.207876, ""lng"": 30.211041}",杭州市,长河街道滨盛路1688号明豪大厦101室
瑞幸咖啡luckincoffee,40,43,￥21/人,口味:8.2 环境:7.9 服务:8.0,"{""lat"": 120.123918, ""lng"": 30.275978}",杭州市,万塘路252号计量大厦主楼一层大堂
luckin coffee瑞幸咖啡,45,41,￥25/人,口味:8.4 环境:8.3 服务:8.5,"{""lat"": 120.204173, ""lng"": 30.187953}",杭州市,长河街道滨安路688号天和高科产业园2幢E楼一层165室
luckin coffee瑞幸咖啡,40,40,￥22/人,口味:7.9 环境:8.0 服务:8.1,"{""lat"": 120.109825, ""lng"": 30.315154}",杭州市,莫干山路1165号复地北城中心一层大堂
luckin coffee瑞幸咖啡,40,27,￥24/人,口味:8.0 环境:7.8 服务:8.0,"{""lat"": 120.138744, ""lng"": 30.179764}",杭州市,六和路309号中控科技园F区一层大堂
luckin coffee瑞幸咖啡,40,24,￥23/人,口味:7.8 环境:8.1 服务:8.3,"{""lat"": 120.017953, ""lng"": 30.285214}",杭州市,五常街道三维智汇中心3B号楼一层101室
luckin coffee瑞幸咖啡,40,42,￥23/人,口味:8.1 环境:8.3 服务:8.5,"{""lat"": 120.151453, ""lng"": 30.284719741030955}",杭州市,潮王路281号中环大厦一层大堂
luckin coffee瑞幸咖啡,40,39,￥26/人,口味:8.0 环境:8.0 服务:8.1,"{""lat"": 120.1093, ""lng"": 30.334761}",杭州市,祥园路35号北部软件园随寓人才公寓一栋一层东4室
luckin coffee瑞幸咖啡,40,16,,口味:8.0 环境:7.8 服务:7.9,"{""lat"": 120.122754, ""lng"": 30.324824}",杭州市,花园岗街113号金通国际大厦1-1幢1单元一层104室
瑞幸咖啡luckincoffee,40,28,￥22/人,口味:8.2 环境:8.6 服务:8.7,"{""lat"": 120.207433, ""lng"": 30.189003}",杭州市,滨兴路301号之滨江慧港科技园1幢一层102单元
luckin coffee瑞幸咖啡,40,18,￥32/人,口味:8.0 环境:8.1 服务:8.2,"{""lat"": 120.201629, ""lng"": 30.2021293567947}",杭州市,长河街道江南大道588号恒鑫大厦主楼一层大堂
luckin coffee瑞幸咖啡,35,12,,口味:7.2 环境:7.1 服务:7.3,"{""lat"": 120.06182, ""lng"": 30.318125}",杭州市,西园九路8号数字产业园3幢A座一层109室
luckin coffee瑞幸咖啡,40,68,￥33/人,口味:7.8 环境:8.2 服务:8.4,"{""lat"": 120.115966, ""lng"": 30.291604}",杭州市,西斗门路7号中天MCC-A座一层105室
luckin coffee瑞幸咖啡,40,16,,口味:7.7 环境:7.7 服务:7.7,"{""lat"": 120.106252, ""lng"": 30.332630000000012}",杭州市,莫干山路972号泰嘉园A座一层大堂
luckin coffee瑞幸咖啡,40,19,￥27/人,口味:7.5 环境:7.7 服务:7.8,"{""lat"": 120.110752, ""lng"": 30.266896}",杭州市,西溪路525号浙江大学科技园C楼106-107室
luckin coffee瑞幸咖啡,35,9,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 120.205498, ""lng"": 30.210802443825333}",杭州市,江晖路2030号杭州印B座一层大堂
luckin coffee瑞幸咖啡,40,29,￥21/人,口味:8.0 环境:8.0 服务:8.3,"{""lat"": 120.128527, ""lng"": 30.27104880850356}",杭州市,天目山路181号天际大厦一层大堂
luckin coffee瑞幸咖啡,35,23,￥33/人,口味:7.6 环境:7.6 服务:7.8,"{""lat"": 120.068764, ""lng"": 30.288534}",杭州市,文一西路830号蒋村商务中心B1楼一层大堂
luckin coffee瑞幸咖啡,35,17,￥27/人,口味:7.6 环境:7.6 服务:7.7,"{""lat"": 120.208696, ""lng"": 30.209949}",杭州市,泰安路239号盾安发展大厦二层大堂
瑞幸咖啡,40,19,,口味:7.6 环境:7.8 服务:7.8,"{""lat"": 120.145308, ""lng"": 30.298902}",杭州市,大兜路150号
瑞幸咖啡,40,9,,口味:7.7 环境:7.9 服务:7.8,"{""lat"": 120.227017, ""lng"": 30.209273}",杭州市,西兴路1819号中威电子大厦裙楼一层
luckin coffee瑞幸咖啡,40,19,,口味:7.6 环境:7.9 服务:7.9,"{""lat"": 120.113411, ""lng"": 30.289593}",杭州市,益乐路223号银江科技园1幢一层101室
luckin coffee瑞幸咖啡,40,30,￥22/人,口味:7.9 环境:7.9 服务:8.1,"{""lat"": 120.132568, ""lng"": 30.275447}",杭州市,黄姑山路23号西溪软件园3号楼一层5-103、105室
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 120.132557, ""lng"": 30.275497}",杭州市,黄姑山路23号西溪软件园3号楼一层5-103、105室
瑞幸咖啡,35,3,,口味:7.5 环境:7.4 服务:7.5,"{""lat"": 120.227366, ""lng"": 30.211288}",杭州市,西兴路中胜大厦北100米
luckin coffee瑞幸咖啡,35,8,,口味:7.3 环境:7.4 服务:7.6,"{""lat"": 120.066453, ""lng"": 30.312412}",杭州市,振华路292号西港发展中心一层大堂
luckin coffee瑞幸咖啡,35,3,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 120.100518, ""lng"": 30.338684}",杭州市,莫干山路1418-40号上城发展一层103室
瑞幸咖啡,40,23,￥18/人,口味:7.9 环境:7.9 服务:8.0,"{""lat"": 120.071905, ""lng"": 30.293226}",杭州市,绿城世纪中心6号楼
luckin coffee瑞幸咖啡,40,76,￥26/人,口味:8.2 环境:7.9 服务:8.4,"{""lat"": 120.170639, ""lng"": 30.266968}",杭州市,中河北路83号茂泰世纪大楼一层大堂
luckin coffee瑞幸咖啡,40,96,￥26/人,口味:8.3 环境:8.3 服务:8.4,"{""lat"": 120.183411, ""lng"": 30.257693}",杭州市,庆春路25-29号远洋大厦一层101室
luckin coffee瑞幸咖啡,40,33,￥25/人,口味:8.0 环境:8.3 服务:8.7,"{""lat"": 120.166094, ""lng"": 30.315181}",杭州市,白石路318号海蓝财富中心南楼一层112室
luckin coffee瑞幸咖啡,45,49,￥22/人,口味:8.5 环境:8.4 服务:8.7,"{""lat"": 120.185738, ""lng"": 30.31922}",杭州市,费家塘路661号一层
luckin coffee瑞幸咖啡,40,44,￥22/人,口味:8.1 环境:8.1 服务:8.3,"{""lat"": 120.21375, ""lng"": 30.295664}",杭州市,东宁路617-3号东恒大厦一层大堂
luckin coffee瑞幸咖啡,40,19,,口味:8.0 环境:7.8 服务:7.9,"{""lat"": 120.180426, ""lng"": 30.272543}",杭州市,建国北路586号海华嘉联华铭座一层大堂
luckin coffee瑞幸咖啡,40,33,￥27/人,口味:8.2 环境:8.4 服务:8.3,"{""lat"": 120.323373, ""lng"": 30.31127}",杭州市,金沙大道600号杭州东部国际商务中心2幢101-2室
luckin coffee瑞幸咖啡,40,30,￥22/人,口味:8.1 环境:7.9 服务:8.2,"{""lat"": 120.169505, ""lng"": 30.27746}",杭州市,朝晖路182号国都发展大厦2号楼一层大堂
luckin coffee瑞幸咖啡,40,67,￥23/人,口味:8.0 环境:8.0 服务:8.4,"{""lat"": 120.211538, ""lng"": 30.241726}",杭州市,解放东路29号迪凯银座大厦一层大堂
瑞幸咖啡luckincoffee,40,21,,口味:8.0 环境:7.9 服务:8.2,"{""lat"": 120.265447, ""lng"": 30.180151}",杭州市,北干街道市心中路819号绿都世贸广场写字楼一层大堂
luckin coffee瑞幸咖啡,40,40,￥31/人,口味:8.1 环境:8.0 服务:8.2,"{""lat"": 120.246492, ""lng"": 30.238341}",杭州市,民和路800号宝盛世纪中心一号楼一层大堂
luckin coffee瑞幸咖啡,40,45,￥31/人,口味:8.3 环境:8.2 服务:8.2,"{""lat"": 120.20606, ""lng"": 30.25705}",杭州市,庆春东路1-1号西子联合大厦一层大堂
luckin coffee瑞幸咖啡,40,18,￥30/人,口味:8.0 环境:7.8 服务:8.0,"{""lat"": 120.174803, ""lng"": 30.316368}",杭州市,东新路666号西联商务中心一层107号、108号
luckin coffee瑞幸咖啡,35,14,,口味:7.4 环境:7.5 服务:7.5,"{""lat"": 120.26753, ""lng"": 30.19464}",杭州市,建设一路66号华瑞中心1号楼一层大堂
luckin coffee瑞幸咖啡,40,20,,口味:8.1 环境:7.9 服务:7.9,"{""lat"": 120.25509, ""lng"": 30.233769772808447}",杭州市,宁围街道皓月路159号诺德财富中心1幢一层大堂
luckin coffee瑞幸咖啡,45,21,,口味:8.6 环境:8.3 服务:8.5,"{""lat"": 120.199239, ""lng"": 30.33421}",杭州市,康宁街80号海蓝电竞数娱中心a幢一层106室
luckin coffee瑞幸咖啡,40,34,￥24/人,口味:8.1 环境:8.2 服务:8.4,"{""lat"": 120.218444, ""lng"": 30.251401}",杭州市,民心路100号万银大厦二层201室
luckin coffee瑞幸咖啡,40,18,,口味:7.8 环境:7.9 服务:8.0,"{""lat"": 120.179992, ""lng"": 30.274246}",杭州市,建国北路658号海华广场一层大堂
luckin coffee瑞幸咖啡,40,26,￥25/人,口味:7.9 环境:8.1 服务:8.3,"{""lat"": 120.216342, ""lng"": 30.24725}",杭州市,丹桂街19号迪凯国际一层大堂
luckin coffee瑞幸咖啡,35,13,,口味:7.4 环境:7.5 服务:7.7,"{""lat"": 120.24054, ""lng"": 30.239787}",杭州市,民和路909号传化美食花园负二层A7
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 120.245113, ""lng"": 30.23891000000002}",杭州市,民和路836号保亿中心一层大堂
luckin coffee瑞幸咖啡,35,23,￥25/人,口味:7.5 环境:7.5 服务:8.1,"{""lat"": 120.25064, ""lng"": 30.308242448785876}",杭州市,红普路759号1幢一层大堂
luckin coffee瑞幸咖啡,40,21,,口味:7.7 环境:7.7 服务:7.8,"{""lat"": 120.315308, ""lng"": 30.309836}",杭州市,金沙大道900号金沙世纪大厦一层大堂
luckin coffee瑞幸咖啡,35,10,￥21/人,口味:7.3 环境:7.6 服务:7.7,"{""lat"": 120.267971, ""lng"": 30.221214}",杭州市,市心北路905号港汇中心2号楼一层
luckin coffee瑞幸咖啡,40,23,￥20/人,口味:7.6 环境:7.9 服务:7.9,"{""lat"": 120.335784, ""lng"": 30.305024161434854}",杭州市,天城东路77号东沙创意大厦一层71号
luckin coffee瑞幸咖啡,35,9,,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 120.232652, ""lng"": 30.266669}",杭州市,江秀街9号越秀维多利A座大堂1层
瑞幸咖啡,40,11,￥21/人,口味:7.6 环境:7.6 服务:8.1,"{""lat"": 120.099622, ""lng"": 30.26932}",杭州市,莲花街333号莲花商务中心B座一层大堂
luckin coffee瑞幸咖啡,40,16,￥24/人,口味:7.8 环境:7.8 服务:7.8,"{""lat"": 120.018127, ""lng"": 30.282787}",杭州市,文一西路998号未来科技城海创园5号楼产业服务中心一层104号
luckin coffee瑞幸咖啡,35,14,,口味:7.3 环境:7.5 服务:7.6,"{""lat"": 120.029043, ""lng"": 30.240567}",杭州市,五常大道181号华立云立方1号楼一层大厅
luckin coffee瑞幸咖啡,35,15,,口味:7.6 环境:7.7 服务:7.8,"{""lat"": 119.991386, ""lng"": 30.275578}",杭州市,仓前街道文一西路1328号利尔达园1号楼一层大堂
luckin coffee瑞幸咖啡,35,4,,口味:7.7 环境:7.5 服务:7.7,"{""lat"": 120.061173, ""lng"": 30.322841}",杭州市,金蓬街329号一层101室
luckin coffee瑞幸咖啡,35,1,,口味:7.6 环境:7.3 服务:7.6,"{""lat"": 120.023333, ""lng"": 30.276288}",杭州市,五常街道高教路970-1号西溪联合科技广场6号楼一层大堂
luckin coffee瑞幸咖啡,40,13,,口味:8.0 环境:8.0 服务:8.0,"{""lat"": 120.259041, ""lng"": 30.30724}",杭州市,九和路19号凯诚商务园5幢一层109室
luckin coffee瑞幸咖啡,40,27,￥23/人,口味:7.7 环境:7.8 服务:7.9,"{""lat"": 120.207681, ""lng"": 30.255769}",杭州市,新塘路19号采荷嘉业大厦5幢一层大堂
luckincoffee瑞幸咖啡,40,168,￥24/人,口味:8.0 环境:8.1 服务:8.4,"{""lat"": 113.266856, ""lng"": 23.125865}",广州市,中山五路68号五月花广场负二层213号
luckin coffee瑞幸咖啡,40,169,￥21/人,口味:7.7 环境:8.0 服务:8.3,"{""lat"": 113.24763, ""lng"": 23.122096}",广州市,康王中路486号和业广场一层108之1010Ｂ
luckin coffee瑞幸咖啡,40,42,￥19/人,口味:7.6 环境:7.9 服务:8.0,"{""lat"": 113.240952, ""lng"": 23.132494}",广州市,周门北路28号荔天大厦一层1号
luckincoffee瑞幸咖啡,40,55,￥20/人,口味:8.0 环境:8.3 服务:8.6,"{""lat"": 113.235774, ""lng"": 23.097574}",广州市,花地大道1号芳村万象购物街负一层B19号
luckin coffee瑞幸咖啡,40,25,￥25/人,口味:7.8 环境:7.8 服务:8.0,"{""lat"": 113.455187, ""lng"": 23.100708}",广州市,黄埔东路266号怡港大厦一层107室
luckin coffee瑞幸咖啡,35,25,￥23/人,口味:7.7 环境:7.8 服务:7.8,"{""lat"": 113.230661, ""lng"": 23.135018}",广州市,南岸路63号城启大厦一层自编05号
luckin coffee瑞幸咖啡,40,73,￥21/人,口味:7.6 环境:7.5 服务:8.0,"{""lat"": 113.255347, ""lng"": 23.125598}",广州市,中山六路232号越秀新都会大厦中座一层大堂
luckin coffee瑞幸咖啡,35,11,,口味:7.4 环境:7.5 服务:7.6,"{""lat"": 113.469549, ""lng"": 23.096008}",广州市,万腾街8号万科黄埔仓二层202室
瑞幸咖啡luckincoffee,35,17,￥19/人,口味:7.6 环境:7.4 服务:7.7,"{""lat"": 113.503684, ""lng"": 23.170271}",广州市,彩文路166号飞晟文汇广场飞晟二街一层143号
luckin coffee瑞幸咖啡,35,16,￥25/人,口味:7.4 环境:7.5 服务:7.6,"{""lat"": 113.22984, ""lng"": 23.095404}",广州市,百花路8-10号花地商业中心一层自编114号
luckin coffee瑞幸咖啡,35,10,￥23/人,口味:7.5 环境:7.4 服务:7.5,"{""lat"": 113.511515, ""lng"": 23.153226}",广州市,伴河路96号易博士大厦自编一栋一层大堂
luckin coffee瑞幸咖啡,35,11,,口味:7.5 环境:7.6 服务:7.6,"{""lat"": 113.230318, ""lng"": 23.100027}",广州市,芳村大道中花海街20号
luckin coffee瑞幸咖啡,35,13,,口味:7.8 环境:7.6 服务:7.9,"{""lat"": 113.448937, ""lng"": 23.10111}",广州市,黄埔东路五号东城广场一层大堂
luckin coffee瑞幸咖啡,35,16,￥24/人,口味:7.7 环境:7.5 服务:7.7,"{""lat"": 113.434557, ""lng"": 23.16581}",广州市,科学大道97号科汇金谷南门一层
luckin coffee瑞幸咖啡,35,27,￥23/人,口味:7.5 环境:7.5 服务:7.8,"{""lat"": 113.231389, ""lng"": 23.117981}",广州市,黄沙大道144号大冶有色大厦一层自编A1号
luckin coffee瑞幸咖啡,35,9,,口味:7.3 环境:7.4 服务:7.4,"{""lat"": 113.458425, ""lng"": 23.16821}",广州市,科学大道286号七喜大厦101之自编一层大堂106室
luckin coffee瑞幸咖啡,35,6,,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 113.428983, ""lng"": 23.163028}",广州市,科学大道52号绿地中央自编A3栋底商112房01号
luckin coffee瑞幸咖啡,40,13,￥23/人,口味:8.1 环境:8.3 服务:8.1,"{""lat"": 113.469915, ""lng"": 23.107091}",广州市,石化路219号文冲同创汇一层大堂
luckin coffee瑞幸咖啡,35,15,￥17/人,口味:7.3 环境:7.6 服务:7.7,"{""lat"": 113.449795, ""lng"": 23.096427}",广州市,港湾路68号中交港湾大厦1层121室
luckincoffee瑞幸咖啡,35,9,,口味:6.9 环境:7.0 服务:7.2,"{""lat"": 113.451949, ""lng"": 23.169397}",广州市,科学大道195号优托邦科学城B座一层
luckincoffee瑞幸咖啡,40,60,￥22/人,口味:7.7 环境:8.0 服务:8.1,"{""lat"": 113.282628, ""lng"": 23.125758}",广州市,中山三路33号中华广场西门一层
luckin coffee瑞幸咖啡,40,62,￥19/人,口味:7.9 环境:7.8 服务:8.0,"{""lat"": 113.357205, ""lng"": 23.097907}",广州市,新港东路618号南丰汇三层310室
luckin coffee瑞幸咖啡,35,29,￥22/人,口味:7.6 环境:7.5 服务:7.9,"{""lat"": 113.254569, ""lng"": 23.112569}",广州市,晏公街34号大同商业大厦北座一层101房之1018-1020号
luckin coffee瑞幸咖啡,35,11,,口味:7.4 环境:7.4 服务:7.4,"{""lat"": 113.258046, ""lng"": 23.050739}",广州市,广州圆路1号广州圆大厦一层大堂
luckin coffee瑞幸咖啡,35,6,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 113.449545, ""lng"": 23.163769}",广州市,科学大道162号创意大厦B1栋一层自编109室
luckin coffee瑞幸咖啡,40,57,￥22/人,口味:7.9 环境:7.9 服务:8.2,"{""lat"": 113.273906, ""lng"": 23.095234}",广州市,江南大道中180、182号天域中心一层大堂
luckin coffee瑞幸咖啡,40,56,￥27/人,口味:8.2 环境:8.3 服务:8.4,"{""lat"": 113.314922, ""lng"": 23.096719}",广州市,广州大道448号南财智大厦一层105房
luckin coffee瑞幸咖啡,40,47,￥21/人,口味:7.9 环境:8.2 服务:8.4,"{""lat"": 113.257539, ""lng"": 23.141356}",广州市,流花路117号流花展贸中心2号馆首层2-1-A003号
luckin coffee瑞幸咖啡,35,60,￥20/人,口味:7.4 环境:8.0 服务:8.2,"{""lat"": 113.29456, ""lng"": 23.135462}",广州市,先烈中路76号中侨大厦一层大堂
luckincoffee瑞幸咖啡,40,120,￥24/人,口味:8.1 环境:8.2 服务:8.5,"{""lat"": 113.324138, ""lng"": 23.120644}",广州市,花城大道89号花城汇负一层F006室
luckin coffee瑞幸咖啡,40,123,￥22/人,口味:7.6 环境:7.7 服务:8.0,"{""lat"": 113.271744, ""lng"": 23.103994}",广州市,江南大道中99号同乐会商场一层102号
luckin coffee瑞幸咖啡,40,55,￥24/人,口味:7.9 环境:8.0 服务:8.1,"{""lat"": 113.260932, ""lng"": 23.105666}",广州市,南华中路276号富力金禧花园裙楼栋一层101房自编2号
luckin coffee瑞幸咖啡,35,41,￥16/人,口味:7.6 环境:7.4 服务:7.8,"{""lat"": 113.297523, ""lng"": 23.130571}",广州市,农林下路81号新裕大厦一层大堂
luckin coffee瑞幸咖啡,40,38,￥25/人,口味:7.7 环境:7.6 服务:7.9,"{""lat"": 113.253736, ""lng"": 23.133234}",广州市,东风西路187号时代国际大厦107之一号一层大堂
luckin coffee瑞幸咖啡,40,31,￥21/人,口味:7.7 环境:7.6 服务:8.0,"{""lat"": 113.272926, ""lng"": 23.086958}",广州市,昌岗中路166号之三富盈国际大厦一层大堂
luckin coffee瑞幸咖啡,35,20,,口味:7.4 环境:7.5 服务:7.6,"{""lat"": 113.312796, ""lng"": 23.1346}",广州市,天河路45号之二恒健大厦一层大堂101室
luckin coffee瑞幸咖啡,35,23,￥21/人,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 113.27721, ""lng"": 23.11508}",广州市,沿江中路298号江湾商业中心中区二层02室
luckin coffee瑞幸咖啡,40,33,￥22/人,口味:8.1 环境:7.8 服务:8.2,"{""lat"": 113.40466, ""lng"": 23.122015}",广州市,中山大道中437号天银商贸大厦地下一层B101
luckin coffee瑞幸咖啡,40,11,,口味:7.9 环境:7.8 服务:8.0,"{""lat"": 113.270033, ""lng"": 23.119607}",广州市,北京路168号粤海仰忠汇B1层C049
luckin coffee瑞幸咖啡,35,23,￥21/人,口味:7.6 环境:7.5 服务:7.8,"{""lat"": 113.26775, ""lng"": 23.115005}",广州市,侨光路8号华侨大厦一层3、4、5号
luckin coffee瑞幸咖啡,40,22,￥27/人,口味:7.6 环境:7.6 服务:7.9,"{""lat"": 113.300793, ""lng"": 23.132054}",广州市,东风东路735-737号羊城同创汇一层
luckin coffee瑞幸咖啡,35,16,￥23/人,口味:7.7 环境:7.5 服务:7.7,"{""lat"": 113.295013, ""lng"": 23.09119}",广州市,新港西路114号粤民大厦自编二层207号
luckin coffee瑞幸咖啡,35,17,￥25/人,口味:7.6 环境:7.4 服务:7.9,"{""lat"": 113.28273, ""lng"": 23.117754653586655}",广州市,东华南路19号自编101号嘉星广场一层
luckin coffee瑞幸咖啡,35,13,,口味:7.6 环境:7.6 服务:7.5,"{""lat"": 113.296531, ""lng"": 23.142326}",广州市,太和岗路如意大楼5楼E座
luckin coffee瑞幸咖啡,40,94,￥22/人,口味:7.7 环境:7.6 服务:7.9,"{""lat"": 113.328931, ""lng"": 23.134075}",广州市,天河路351号外经贸大厦一层102-1单元
luckin coffee瑞幸咖啡,35,16,￥21/人,口味:7.6 环境:7.7 服务:7.9,"{""lat"": 113.316938, ""lng"": 23.115785}",广州市,华讯街保林苑2号一层103室
luckincoffee瑞幸咖啡,0,0,,,"{""lat"": 113.32477, ""lng"": 23.125604}",广州市,花城大道89号花城汇北区B区B1层
luckin coffee瑞幸咖啡,40,96,￥22/人,口味:7.7 环境:7.9 服务:8.2,"{""lat"": 113.339754, ""lng"": 23.125738}",广州市,黄埔大道西120号高志大厦三层307号
luckin coffee瑞幸咖啡,40,34,￥20/人,口味:7.9 环境:7.7 服务:8.0,"{""lat"": 113.329838, ""lng"": 23.118246}",广州市,花城大道84号优托邦1座一层自编128-3室
luckin coffee瑞幸咖啡,35,10,,口味:7.5 环境:7.6 服务:7.5,"{""lat"": 113.261406, ""lng"": 23.118262}",广州市,大德路233号爱东精品酒店二楼餐厅
luckin coffee瑞幸咖啡,40,57,￥21/人,口味:7.8 环境:7.9 服务:8.0,"{""lat"": 113.321827, ""lng"": 23.118591}",广州市,华夏路16号富力盈凯负二层B212室
瑞幸咖啡luckincoffee,40,80,￥22/人,口味:7.6 环境:7.4 服务:8.1,"{""lat"": 113.329028, ""lng"": 23.136387}",广州市,体育东路122号羊城国际贸易中心东座一层160号
luckin coffee瑞幸咖啡,40,70,￥22/人,口味:7.7 环境:8.3 服务:8.1,"{""lat"": 113.323478, ""lng"": 23.142814}",广州市,林和西路9号耀中广场一层7号
