name,stars,review_count,price,score,poi,cityname,address
luckin coffee瑞幸咖啡,35,9,,口味:7.2 环境:7.3 服务:7.5,"{""lat"": 114.127944, ""lng"": 22.560248}",深圳市,贝丽南路4号国家珠宝检测中心大厦一层大堂
luckin coffee瑞幸咖啡,0,3,,,"{""lat"": 113.930417, ""lng"": 22.532156}",深圳市,桃园路2号
luckin coffee瑞幸咖啡,0,2,,,"{""lat"": 113.930435, ""lng"": 22.51923}",深圳市,海德二道
luckin coffee瑞幸咖啡,40,32,￥24/人,口味:7.6 环境:7.8 服务:8.2,"{""lat"": 114.036792, ""lng"": 22.629041}",深圳市,民治街道民强社区711号优城北区一层大堂
luckin coffee瑞幸咖啡,35,13,￥21/人,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 114.031995, ""lng"": 22.66568463802116}",深圳市,龙华街道三联社区锦华工业园3栋硅谷大院T1栋一层108-B号
luckin coffee瑞幸咖啡,35,18,￥22/人,口味:7.3 环境:7.5 服务:7.4,"{""lat"": 114.077388, ""lng"": 22.622395}",深圳市,坂田街道中兴路11号城市山海中心A栋一层101室
luckin coffee瑞幸咖啡,35,1,,口味:7.2 环境:7.2 服务:7.2,"{""lat"": 114.175508, ""lng"": 22.601515}",深圳市,深南西路竹子林七路益华统合楼B栋乐福购物广场一层
luckin coffee瑞幸咖啡,35,12,￥23/人,口味:7.2 环境:7.4 服务:7.4,"{""lat"": 114.045632, ""lng"": 22.643220303882675}",深圳市,龙华街道松油路106号天汇大厦B栋一层大堂
luckin coffee瑞幸咖啡,40,32,￥29/人,口味:8.0 环境:8.1 服务:8.2,"{""lat"": 114.207926, ""lng"": 22.64646}",深圳市,横岗街道龙岗大道5008号横岗大厦商业四层06号
luckin coffee瑞幸咖啡,40,8,,口味:7.7 环境:7.8 服务:7.8,"{""lat"": 114.037589, ""lng"": 22.639895}",深圳市,民治街道民治大道1079号展滔科技大厦附楼一号楼一层5号
luckin coffee瑞幸咖啡,40,32,￥22/人,口味:7.6 环境:7.6 服务:7.9,"{""lat"": 114.128043, ""lng"": 22.60760080077939}",深圳市,布吉街道广场路2号中安大厦一层大堂
luckin coffee瑞幸咖啡,40,28,￥19/人,口味:7.9 环境:8.0 服务:8.2,"{""lat"": 114.21739, ""lng"": 22.72163}",深圳市,黄阁北路441号龙岗天安数码城创新园三号厂房A座一层A103-2单元
瑞幸咖啡,40,47,￥27/人,口味:8.0 环境:8.3 服务:8.2,"{""lat"": 114.059198, ""lng"": 22.604057}",深圳市,福华三路269号雅宝路星河WORLD·COCOPark一层
luckin coffee瑞幸咖啡,35,11,,口味:7.1 环境:7.3 服务:7.3,"{""lat"": 114.06572, ""lng"": 22.658065}",深圳市,雪岗北路133号岗头发展大厦一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 114.242591, ""lng"": 22.713492}",深圳市,龙翔大道万科大厦写字楼一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 114.06582, ""lng"": 22.673565}",深圳市,龙华街道清祥路清湖工业园宝能科技园7栋一层大堂
luckin coffee瑞幸咖啡,40,32,￥24/人,口味:7.8 环境:7.8 服务:8.0,"{""lat"": 114.242657, ""lng"": 22.713481}",深圳市,龙翔大道7188号万科大厦写字楼一层大堂
luckin coffee瑞幸咖啡,35,6,,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 114.115527, ""lng"": 22.64871177379685}",深圳市,甘李二路9号金苹果创新园A栋一层大堂
luckin coffee瑞幸咖啡,35,10,,口味:7.2 环境:7.2 服务:7.3,"{""lat"": 114.066094, ""lng"": 22.674311}",深圳市,龙华街道清祥路1号清湖工业园宝能科技园6栋一层大堂
瑞幸咖啡·luckin,35,12,,口味:7.6 环境:7.5 服务:7.6,"{""lat"": 114.070014, ""lng"": 22.655899}",深圳市,坂田街道坂雪岗大道4033号江南时代大厦1号楼彩生活时代广场一层L117号
luckin coffee瑞幸咖啡,35,4,,口味:7.1 环境:7.3 服务:7.1,"{""lat"": 114.064219, ""lng"": 22.674232}",深圳市,龙华街道清祥路1号清湖工业园宝能科技园9栋二层中庭
luckin coffee瑞幸咖啡,40,35,￥24/人,口味:7.7 环境:7.6 服务:8.1,"{""lat"": 113.890024, ""lng"": 22.581044}",深圳市,西乡街道前进二路21号流塘湾邻里购物不心一层A12室
luckin coffee瑞幸咖啡,40,23,￥26/人,口味:7.6 环境:7.7 服务:7.9,"{""lat"": 113.867836, ""lng"": 22.567439}",深圳市,宝源路1092号西乡财富港大厦写字楼一层大堂
瑞幸咖啡luckincoffee,35,13,,口味:7.5 环境:7.3 服务:7.4,"{""lat"": 113.943136, ""lng"": 22.737031}",深圳市,光明新区高新技术产业园汇通路7号万和科技大厦A座一层大堂
luckin coffee瑞幸咖啡,35,34,￥25/人,口味:7.6 环境:7.5 服务:7.9,"{""lat"": 113.886419, ""lng"": 22.549243}",深圳市,海秀路23号龙光世纪大厦一层1-27号
luckin coffee瑞幸咖啡,35,17,￥24/人,口味:7.7 环境:7.5 服务:7.9,"{""lat"": 113.909069, ""lng"": 22.56138156838989}",深圳市,新安街道新安二路71号资安商务大楼一层大堂
瑞幸咖啡 luckincoffee,35,8,,口味:7.3 环境:7.2 服务:7.2,"{""lat"": 113.837906, ""lng"": 22.625855}",深圳市,宝安大道路5010号多彩汇威文化创意城B座B区一层103b号
luckin coffee瑞幸咖啡,35,7,,口味:7.4 环境:7.4 服务:7.5,"{""lat"": 113.864585, ""lng"": 22.625344}",深圳市,西乡鹤州洲石路743号深业U中心B栋一层102号
luckin coffee瑞幸咖啡,40,8,,口味:7.9 环境:8.0 服务:7.9,"{""lat"": 113.87974, ""lng"": 22.566891}",深圳市,新安六路1003号金融港A座一层103号
luckin coffee瑞幸咖啡,35,17,,口味:7.5 环境:7.4 服务:7.6,"{""lat"": 113.879342, ""lng"": 22.548879}",深圳市,海秀路2021号荣超滨海大厦A座一层0119号
瑞幸咖啡luckincoffee,35,5,,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 113.858874, ""lng"": 22.750344}",深圳市,松岗街道华美路潭头社区11号健仓科技研发厂区办公楼一层106室
luckin coffee瑞幸咖啡,30,4,,口味:6.6 环境:6.6 服务:6.6,"{""lat"": 113.970139, ""lng"": 22.695673}",深圳市,石岩街道横当岭三路水田民营工业园汇龙达工业园D楼一层大堂
瑞幸咖啡,35,12,,口味:7.7 环境:7.7 服务:7.9,"{""lat"": 114.147236, ""lng"": 22.619342}",深圳市,龙岗大道恋珠东一巷20号
luckin coffee瑞幸咖啡,40,492,￥22/人,口味:8.0 环境:7.7 服务:8.3,"{""lat"": 104.079822, ""lng"": 30.655591}",成都市,小科甲巷1号第一城大厦B座二层1号
luckin coffee瑞幸咖啡,40,89,￥25/人,口味:8.0 环境:8.0 服务:8.3,"{""lat"": 104.076275, ""lng"": 30.653907}",成都市,春熙路南段8号群光广场西北1号门二层201号
luckin coffee瑞幸咖啡,40,39,￥24/人,口味:7.8 环境:7.7 服务:7.7,"{""lat"": 104.083551, ""lng"": 30.648535}",成都市,下东大街258号西部国际经融中心2号楼商场一层大堂
luckin coffee瑞幸咖啡,40,42,￥22/人,口味:8.1 环境:7.8 服务:8.1,"{""lat"": 104.093999, ""lng"": 30.621921}",成都市,橡树林路163号瑞升橡树林三期三栋商铺一层272号
luckin coffee瑞幸咖啡,40,63,￥26/人,口味:8.1 环境:8.1 服务:8.2,"{""lat"": 103.963719, ""lng"": 30.670046}",成都市,光华北三路98号光华中心写字楼C座一层大堂
luckin coffee瑞幸咖啡,40,94,￥22/人,口味:8.1 环境:7.9 服务:8.7,"{""lat"": 104.066791, ""lng"": 30.667485}",成都市,小福建营巷浦江国际写字楼一层大堂
luckin coffee瑞幸咖啡,40,47,￥22/人,口味:8.1 环境:8.1 服务:8.4,"{""lat"": 104.114147, ""lng"": 30.619645}",成都市,静沙南路29号沙河中心6号楼乐宾酒店一层大堂
luckin coffee瑞幸咖啡,40,31,￥23/人,口味:7.9 环境:8.1 服务:8.2,"{""lat"": 104.087753, ""lng"": 30.665974}",成都市,红星路一段35号红星路创意园附26号一层
luckin coffee瑞幸咖啡,40,57,￥24/人,口味:8.0 环境:7.9 服务:8.4,"{""lat"": 104.074405, ""lng"": 30.660862}",成都市,提督街99号恒大广场负一层B1023-6号
luckin coffee瑞幸咖啡,40,27,￥21/人,口味:7.9 环境:8.0 服务:8.4,"{""lat"": 103.99804, ""lng"": 30.674279363107615}",成都市,蜀金路1号金沙万瑞C座一层WOWO超市
luckin coffee瑞幸咖啡,40,23,￥24/人,口味:8.0 环境:7.8 服务:7.8,"{""lat"": 104.003961, ""lng"": 30.6725065490525}",成都市,贝森北路5号一层大堂
luckin coffee瑞幸咖啡,40,34,￥20/人,口味:8.2 环境:8.2 服务:8.3,"{""lat"": 104.061855, ""lng"": 30.661916}",成都市,西华门街17号天府中心一层大堂
luckin coffee瑞幸咖啡,40,40,￥22/人,口味:7.9 环境:8.1 服务:8.1,"{""lat"": 104.069701, ""lng"": 30.652881}",成都市,盐市口大业路8号成都花园城酒店一层大堂
luckin coffee瑞幸咖啡,35,42,￥21/人,口味:7.7 环境:7.8 服务:7.8,"{""lat"": 104.020943, ""lng"": 30.663801}",成都市,二环路西二段19号仁和·春天广场C座一层大堂
luckincoffee瑞幸咖啡,35,16,,口味:7.4 环境:7.3 服务:7.4,"{""lat"": 104.069529, ""lng"": 30.665624}",成都市,顺城大街269号富力广场2层
luckin coffee瑞幸咖啡,35,15,,口味:7.4 环境:7.6 服务:7.7,"{""lat"": 104.012903, ""lng"": 30.671227}",成都市,清江中路49号1栋1单元201号
luckin coffee瑞幸咖啡,40,81,￥24/人,口味:8.2 环境:8.0 服务:8.5,"{""lat"": 104.059289, ""lng"": 30.541453}",成都市,益州大道1999号银泰城18楼二层211号
luckin coffee瑞幸咖啡,40,33,￥24/人,口味:8.1 环境:8.1 服务:8.4,"{""lat"": 104.073784, ""lng"": 30.669583}",成都市,锣锅巷122号云龙大厦一层大堂
luckin coffee瑞幸咖啡,45,98,￥21/人,口味:8.3 环境:8.4 服务:8.6,"{""lat"": 104.114499, ""lng"": 30.663218}",成都市,杉板桥路1号星月里B区二层202-04号
luckincoffee瑞幸咖啡,40,39,￥24/人,口味:7.8 环境:8.1 服务:7.9,"{""lat"": 104.077492, ""lng"": 30.665279}",成都市,忠烈祠西街童子街29号赛格广场一层大堂
luckin coffee瑞幸咖啡,35,45,￥16/人,口味:7.6 环境:8.0 服务:7.8,"{""lat"": 104.10786, ""lng"": 30.67437}",成都市,二环路东二段508号华茂广场创智中心一层大堂
luckin coffee瑞幸咖啡,40,22,￥20/人,口味:7.6 环境:7.9 服务:8.0,"{""lat"": 104.0703, ""lng"": 30.659012}",成都市,人民东路SAC写字楼十二层创客联邦一层大堂
瑞幸咖啡luckincoffee,40,47,￥22/人,口味:7.9 环境:8.4 服务:8.3,"{""lat"": 104.095598, ""lng"": 30.650551}",成都市,东风路26号未来中心1栋三层324号
luckin coffee瑞幸咖啡,40,63,￥21/人,口味:7.8 环境:8.1 服务:8.4,"{""lat"": 104.067889, ""lng"": 30.615858531292332}",成都市,人民南路4段45号新希望大厦一层大堂
luckin coffee瑞幸咖啡,40,59,￥24/人,口味:7.9 环境:8.2 服务:8.1,"{""lat"": 104.037751, ""lng"": 30.625617}",成都市,科园二路10号航利中心2栋1单元一层1号
luckin coffee瑞幸咖啡,40,23,￥19/人,口味:7.6 环境:7.9 服务:8.3,"{""lat"": 104.083449, ""lng"": 30.595742}",成都市,毕升路468号创世纪广场锦江创意大厦一层大堂
luckincoffee瑞幸咖啡,40,92,￥19/人,口味:8.1 环境:7.9 服务:8.3,"{""lat"": 104.064068, ""lng"": 30.628729}",成都市,人民南路四段华宇蓉国府负一层1-3号
luckin coffee瑞幸咖啡,40,21,￥18/人,口味:7.8 环境:7.8 服务:8.1,"{""lat"": 104.110753, ""lng"": 30.671423}",成都市,二环路东二段7号东城国际中心一层大堂
luckin coffee瑞幸咖啡,40,25,￥16/人,口味:7.5 环境:7.8 服务:8.0,"{""lat"": 104.136433, ""lng"": 30.643943}",成都市,建材路27号九熙广场三期一栋写字楼一层大堂
luckin coffee瑞幸咖啡,35,39,￥21/人,口味:7.6 环境:7.7 服务:8.1,"{""lat"": 104.092442, ""lng"": 30.648015}",成都市,牛王庙巷34号蓉上坊1栋一层
luckincoffee瑞幸咖啡,35,20,￥23/人,口味:7.6 环境:7.5 服务:8.1,"{""lat"": 104.072812, ""lng"": 30.654407}",成都市,青石桥北街44号米瑞购物广场四层B4-20号
luckin coffee瑞幸咖啡,40,26,￥25/人,口味:7.7 环境:7.9 服务:7.9,"{""lat"": 104.099528, ""lng"": 30.681487}",成都市,府青路二段25号协信中心一层大堂
luckin coffee瑞幸咖啡,40,37,￥23/人,口味:7.9 环境:8.0 服务:8.2,"{""lat"": 104.094181, ""lng"": 30.678173}",成都市,府青路二段2号凯龙财富大厦一层大堂
luckin coffee瑞幸咖啡,40,15,,口味:7.5 环境:7.5 服务:7.7,"{""lat"": 104.177977, ""lng"": 30.693008}",成都市,龙潭工业园成宏路18号钢铁领域写字楼A座一层大堂
luckin coffee瑞幸咖啡,40,28,￥20/人,口味:8.0 环境:8.2 服务:8.4,"{""lat"": 104.056104, ""lng"": 30.58664}",成都市,府城大道西段399号天府新谷7栋一层105号
luckin coffee瑞幸咖啡,40,11,,口味:7.6 环境:7.8 服务:7.8,"{""lat"": 104.091127, ""lng"": 30.641547}",成都市,一环路东五段8号天府国际中心一层大堂
luckin coffee瑞幸咖啡,35,32,￥20/人,口味:7.5 环境:7.6 服务:7.8,"{""lat"": 104.076675, ""lng"": 30.660553}",成都市,暑袜北二街威登酒店一层大堂
luckin coffee瑞幸咖啡,35,16,,口味:7.6 环境:7.7 服务:7.7,"{""lat"": 104.000657, ""lng"": 30.662551}",成都市,优品街77号附29号一层
luckin coffee瑞幸咖啡,35,19,￥24/人,口味:7.6 环境:7.6 服务:7.8,"{""lat"": 104.094527, ""lng"": 30.656081}",成都市,玉双路7号附9号芭富丽大酒店一层大堂
luckin coffee瑞幸咖啡,40,54,￥23/人,口味:7.9 环境:7.9 服务:8.0,"{""lat"": 104.05715, ""lng"": 30.55812}",成都市,益州大道中段555号星宸国际写字楼一层大堂
luckin coffee瑞幸咖啡,40,116,￥23/人,口味:7.6 环境:7.7 服务:7.8,"{""lat"": 104.060926, ""lng"": 30.584964}",成都市,益州大道北段布鲁明顿广场A座1栋2单元一层北交金科大堂
luckin coffee瑞幸咖啡,40,16,￥28/人,口味:7.6 环境:7.6 服务:7.7,"{""lat"": 103.989316, ""lng"": 30.625838}",成都市,武侯大道顺江段77号汇点写字楼2座一层大堂
luckin coffee瑞幸咖啡,40,64,￥24/人,口味:7.9 环境:8.0 服务:8.3,"{""lat"": 104.06788, ""lng"": 30.547499}",成都市,天府大道中段688号大源国际中心1栋一层大堂
luckin coffee瑞幸咖啡,40,97,￥23/人,口味:7.6 环境:7.9 服务:8.0,"{""lat"": 104.077051, ""lng"": 30.62997}",成都市,科华北路69号世外桃源广场B座一层大堂
luckin coffee瑞幸咖啡,40,53,￥20/人,口味:8.2 环境:8.3 服务:8.6,"{""lat"": 104.065209, ""lng"": 30.590549}",成都市,天晖南街169号中航城市广场写字楼一层大堂
luckin coffee瑞幸咖啡,40,28,￥22/人,口味:7.6 环境:7.8 服务:8.0,"{""lat"": 104.068712, ""lng"": 30.601324}",成都市,天仁路387号大鼎世纪广场一层大堂
luckin coffee瑞幸咖啡,40,34,￥24/人,口味:7.9 环境:8.2 服务:8.4,"{""lat"": 104.07504, ""lng"": 30.63332}",成都市,一环路南二段2号磨子桥新世纪花园东楼一单元一层大堂
luckin coffee瑞幸咖啡,40,13,,口味:8.0 环境:8.0 服务:8.0,"{""lat"": 104.077624, ""lng"": 30.612359}",成都市,长荣路66号龙湖冠寓一层大堂
luckin coffee瑞幸咖啡,40,42,￥25/人,口味:8.0 环境:8.0 服务:8.2,"{""lat"": 104.076349, ""lng"": 30.623027}",成都市,科华北路62号力宝大厦二层13号
luckin coffee瑞幸咖啡,45,35,￥25/人,口味:8.5 环境:8.2 服务:8.7,"{""lat"": 103.993899, ""lng"": 30.648372}",成都市,晋阳路403号金楠天街·天街里A馆一层星河酒店
luckin coffee瑞幸咖啡,40,17,￥27/人,口味:7.8 环境:7.7 服务:7.7,"{""lat"": 104.078752, ""lng"": 30.590549}",成都市,科华南路339号明宇大厦一层大堂
luckin coffee瑞幸咖啡,40,34,￥23/人,口味:7.5 环境:7.7 服务:7.9,"{""lat"": 104.072168, ""lng"": 30.624464}",成都市,锦绣路1号保利中心C座一层大堂
luckin coffee瑞幸咖啡,35,14,,口味:7.6 环境:7.7 服务:7.7,"{""lat"": 104.080178, ""lng"": 30.633792448360868}",成都市,一环路南段24号
luckin coffee瑞幸咖啡,40,37,￥23/人,口味:7.7 环境:7.7 服务:7.8,"{""lat"": 104.059313, ""lng"": 30.55238}",成都市,天府二街368号绿地之窗2号楼一层大堂
luckin coffee瑞幸咖啡,40,27,￥23/人,口味:7.8 环境:7.9 服务:8.3,"{""lat"": 104.063481, ""lng"": 30.578546}",成都市,蜀锦路88号楚峰国际一层大堂
luckin coffee瑞幸咖啡,40,17,￥21/人,口味:7.8 环境:7.7 服务:7.9,"{""lat"": 104.061173, ""lng"": 30.577984}",成都市,益州大道北段777号中航国际交流中心一层大堂
luckin coffee瑞幸咖啡,40,23,￥19/人,口味:7.6 环境:8.1 服务:8.0,"{""lat"": 104.065248, ""lng"": 30.581508}",成都市,天府大道北段966号天府国际金融中心写字楼4号楼一层大堂
luckin coffee瑞幸咖啡,35,28,￥24/人,口味:7.8 环境:8.0 服务:7.8,"{""lat"": 104.066182, ""lng"": 30.549156}",成都市,萃华路89号成都国际科技节能大厦A座三层1号
luckin coffee瑞幸咖啡,40,59,￥19/人,口味:7.9 环境:7.8 服务:8.1,"{""lat"": 104.064806, ""lng"": 30.544573}",成都市,吉泰五路118号天合凯旋广场3栋一层大堂
luckin coffee瑞幸咖啡,35,15,￥26/人,口味:7.7 环境:7.5 服务:7.8,"{""lat"": 104.041133, ""lng"": 30.626366}",成都市,高朋大道3号东方希望大厦一层大堂
luckin coffee瑞幸咖啡,40,19,￥26/人,口味:7.8 环境:7.7 服务:8.0,"{""lat"": 104.066698, ""lng"": 30.543376}",成都市,天府四街66号航兴国际广场1号楼一层大堂
luckin coffee瑞幸咖啡,35,16,,口味:7.5 环境:7.5 服务:7.7,"{""lat"": 104.065978, ""lng"": 30.544362567133668}",成都市,吉泰路88号香年广场T2冠寓一层大堂
luckin coffee瑞幸咖啡,35,14,,口味:7.6 环境:7.6 服务:7.7,"{""lat"": 104.05587, ""lng"": 30.557321}",成都市,益州大道中段888号智地哥谭大厦一层大堂
luckin coffee瑞幸咖啡,35,12,,口味:7.4 环境:7.5 服务:7.4,"{""lat"": 104.055844, ""lng"": 30.549259}",成都市,益州大道722号宇洲国际酒店一层大堂
luckin coffee瑞幸咖啡,35,16,,口味:7.5 环境:7.6 服务:7.7,"{""lat"": 104.064515, ""lng"": 30.574759}",成都市,天府大道北段1480号拉德方斯大厦西楼一层大堂
luckin coffee瑞幸咖啡,35,14,,口味:7.4 环境:7.3 服务:7.5,"{""lat"": 104.070386, ""lng"": 30.593028}",成都市,天顺路225号特拉克斯广场北楼写字楼一层大堂
luckin coffee瑞幸咖啡,35,16,,口味:7.4 环境:7.6 服务:7.9,"{""lat"": 104.047618, ""lng"": 30.626547}",成都市,永丰路49号丰尚商务港一层大堂
luckin coffee瑞幸咖啡,40,20,￥30/人,口味:7.8 环境:7.7 服务:8.1,"{""lat"": 104.06501, ""lng"": 30.548078}",成都市,吉泰路666号福年广场3栋一层大堂
luckin coffee瑞幸咖啡,35,11,,口味:7.5 环境:7.5 服务:7.5,"{""lat"": 104.057238, ""lng"": 30.556238}",成都市,益州大道599号航天城上城13栋一层大堂
luckin coffee瑞幸咖啡,35,16,￥21/人,口味:7.4 环境:7.3 服务:7.4,"{""lat"": 104.061121, ""lng"": 30.547465}",成都市,天府三街268号峰汇中心一号楼一层大堂
luckin coffee瑞幸咖啡,35,18,,口味:7.6 环境:7.8 服务:7.9,"{""lat"": 104.060538, ""lng"": 30.54704}",成都市,天府三街288号绮丽雅酒店一层大堂
luckin coffee瑞幸咖啡,35,13,,口味:7.2 环境:7.0 服务:7.2,"{""lat"": 104.065387, ""lng"": 30.549806}",成都市,吉泰一路41号团结美食城一层大堂
luckincoffee瑞幸咖啡,40,62,￥21/人,口味:8.0 环境:8.3 服务:8.3,"{""lat"": 104.09149, ""lng"": 30.693136}",成都市,二环路北四段89号瑞安城中汇一层V21号
luckin coffee瑞幸咖啡,40,28,￥26/人,口味:8.2 环境:8.3 服务:8.4,"{""lat"": 104.041672, ""lng"": 30.684392}",成都市,泰安里营门口路88号四威大厦A座一层大堂
luckincoffee瑞幸咖啡,40,20,￥19/人,口味:7.9 环境:8.0 服务:7.9,"{""lat"": 104.044591, ""lng"": 30.690861}",成都市,金沙横街169号朝阳朗香广场1层大堂
luckin coffee瑞幸咖啡,40,71,￥22/人,口味:7.9 环境:7.8 服务:8.0,"{""lat"": 104.073875, ""lng"": 30.689219}",成都市,人民北路二段168号万达写字楼B座一层大堂
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 104.073754, ""lng"": 30.689877}",成都市,人民北路二段188号万达写字楼A座一层大堂
luckincoffee瑞幸咖啡,40,38,￥25/人,口味:7.7 环境:7.6 服务:8.1,"{""lat"": 104.052806, ""lng"": 30.68534}",成都市,沙湾路1号附7号汇龙湾广场一层大堂
luckin coffee瑞幸咖啡,35,13,,口味:7.6 环境:7.4 服务:7.6,"{""lat"": 104.099684, ""lng"": 30.689863}",成都市,高车三路69号永立星城都一层1-1-7号
luckin coffee瑞幸咖啡,35,11,,口味:7.5 环境:7.4 服务:7.5,"{""lat"": 104.097192, ""lng"": 30.687285}",成都市,二环路北四段2号
luckin coffee瑞幸咖啡,40,23,￥22/人,口味:7.7 环境:7.9 服务:8.0,"{""lat"": 104.047148, ""lng"": 30.678845}",成都市,花牌坊街40号无里创意工厂一层
luckin coffee瑞幸咖啡,35,10,,口味:7.2 环境:7.3 服务:7.5,"{""lat"": 104.045371, ""lng"": 30.680541}",成都市,花牌坊街花都财富大厦
luckin coffee瑞幸咖啡,35,17,,口味:7.4 环境:7.5 服务:7.6,"{""lat"": 104.047336, ""lng"": 30.691615}",成都市,金沙北一路80号
luckincoffee瑞幸咖啡,35,20,￥25/人,口味:7.2 环境:7.3 服务:7.3,"{""lat"": 104.061496, ""lng"": 30.576302}",成都市,锦城大道666号奥克斯广场西区4层
luckin coffee瑞幸咖啡,40,100,￥23/人,口味:7.9 环境:7.8 服务:8.3,"{""lat"": 104.09011, ""lng"": 30.643152}",成都市,青和里南段55号阳光新业中心2号楼一楼大堂
luckin coffee瑞幸咖啡,40,36,￥20/人,口味:7.8 环境:7.8 服务:7.8,"{""lat"": 104.067752, ""lng"": 30.526053}",成都市,华府大道一段1号蓝润ISC写字楼一层
luckin coffee瑞幸咖啡,0,0,,,"{""lat"": 116.453066, ""lng"": 39.932432}",北京市,工人体育场北路8号3号楼1层3105号
luckin coffee瑞幸咖啡,40,45,￥24/人,口味:8.3 环境:8.2 服务:8.6,"{""lat"": 116.346687, ""lng"": 39.958827}",北京市,学院南路33号康福瑞酒店永平食府内一层大堂
luckin coffee瑞幸咖啡,40,23,￥21/人,口味:8.1 环境:8.0 服务:8.2,"{""lat"": 120.17633, ""lng"": 30.21501}",杭州市,龙舌路46号大名空间一层大堂108号
luckin coffee瑞幸咖啡,45,78,￥21/人,口味:8.2 环境:8.3 服务:8.4,"{""lat"": 116.313079, ""lng"": 39.979383}",北京市,丹棱街1号互联网金融中心写字楼一层东门
luckin coffee瑞幸咖啡,40,28,￥26/人,口味:8.1 环境:8.3 服务:8.4,"{""lat"": 120.180444, ""lng"": 30.265723}",杭州市,凤起路78号杭州国际假日酒店商务楼一层
luckin coffee瑞幸咖啡,40,41,￥21/人,口味:8.1 环境:7.9 服务:8.0,"{""lat"": 113.322062, ""lng"": 23.119966}",广州市,花城大道85-87号高德置地春广场三层310室
luckin coffee瑞幸咖啡,40,20,￥25/人,口味:7.7 环境:7.7 服务:7.6,"{""lat"": 120.387866, ""lng"": 30.32040149852391}",杭州市,学源街118号浙江财经大学桃李苑15幢底商
luckin coffee瑞幸咖啡,45,36,￥23/人,口味:8.6 环境:8.3 服务:8.5,"{""lat"": 116.25192, ""lng"": 39.876}",北京市,小屯路北京城乡超市
luckin coffee瑞幸咖啡,35,13,,口味:7.6 环境:7.6 服务:7.6,"{""lat"": 116.37419, ""lng"": 40.10048021768667}",北京市,北七家镇北清路平西府村北1幢108室
luckin coffee瑞幸咖啡,35,11,￥24/人,口味:7.6 环境:7.4 服务:7.5,"{""lat"": 121.325516, ""lng"": 31.299297738522995}",上海市,丰翔路3168号南翔太茂商业广场底商
luckin coffee瑞幸咖啡,40,38,￥27/人,口味:7.8 环境:7.9 服务:7.9,"{""lat"": 121.164462, ""lng"": 31.28796}",上海市,墨玉南路1080号三德商务广场一层102号
luckin coffee瑞幸咖啡,35,4,,口味:7.1 环境:7.4 服务:7.5,"{""lat"": 113.829853, ""lng"": 22.731540517341916}",深圳市,新桥街道中心路110号天悦荟一层A32号
luckin coffee瑞幸咖啡,40,77,￥22/人,口味:8.2 环境:8.3 服务:8.3,"{""lat"": 121.445232, ""lng"": 31.225451}",上海市,胶州路58号胶州大楼一层
luckin coffee瑞幸咖啡,45,39,￥22/人,口味:8.4 环境:8.2 服务:8.4,"{""lat"": 118.79484, ""lng"": 32.0402}",南京市,太平南路1号新世纪广场A幢一层大堂
luckin coffee瑞幸咖啡,40,26,￥22/人,口味:8.0 环境:8.1 服务:8.1,"{""lat"": 120.369271, ""lng"": 30.304727}",杭州市,白杨街道科技园路20号新加坡科技园8幢一层113室
luckin coffee瑞幸咖啡,40,20,￥22/人,口味:8.0 环境:8.0 服务:8.0,"{""lat"": 120.163398, ""lng"": 30.261444269368997}",杭州市,延安路391号中国移动延安路营业厅101、201号
luckin coffee瑞幸咖啡,35,14,￥20/人,口味:7.5 环境:7.7 服务:7.9,"{""lat"": 120.350591, ""lng"": 30.306791148751607}",杭州市,白杨街3号福雷德广场1幢底商
luckin coffee瑞幸咖啡,35,3,,口味:7.1 环境:7.1 服务:7.1,"{""lat"": 113.188512, ""lng"": 23.448784}",广州市,狮岭镇狮岭大道中83号菊花石大厦A座一层103室
luckin coffee瑞幸咖啡,40,19,￥21/人,口味:7.9 环境:7.7 服务:7.8,"{""lat"": 113.241131, ""lng"": 23.150535}",广州市,西湾路149号越秀·财富公馆一层108号
luckin coffee瑞幸咖啡,40,59,￥23/人,口味:8.1 环境:8.4 服务:8.4,"{""lat"": 116.309147, ""lng"": 39.934461}",北京市,西三环北路89号中国外文大厦B座1层
luckin coffee瑞幸咖啡,40,21,￥19/人,口味:7.9 环境:7.6 服务:8.0,"{""lat"": 113.327077, ""lng"": 23.132067}",广州市,天河路228号正佳广场M层
luckin coffee瑞幸咖啡,45,72,￥20/人,口味:8.9 环境:8.9 服务:9.0,"{""lat"": 118.926724, ""lng"": 32.10276455328316}",南京市,学海路1号金鹰湖滨天地C馆G层
luckin coffee瑞幸咖啡,40,19,,口味:7.8 环境:8.0 服务:7.7,"{""lat"": 113.320778, ""lng"": 23.140255}",广州市,体育西路佳兆业广场1层
luckin coffee瑞幸咖啡,40,10,,口味:7.6 环境:7.6 服务:7.7,"{""lat"": 118.749999, ""lng"": 32.243363}",南京市,葛关路818-2号美利广场一层124室
